class,index,true,pred,misclassified,perturb_norm_l2
8,800,8,3,True,782.4519653320312
8,801,8,2,True,794.645263671875
8,802,8,6,True,740.1292114257812
8,803,8,0,True,151.06471252441406
8,804,8,2,True,784.6160888671875
8,805,8,3,True,791.6782836914062
8,806,8,2,True,775.122314453125
8,807,8,2,True,782.98388671875
8,808,8,2,True,772.2799682617188
8,809,8,3,True,797.3386840820312
8,810,8,2,True,790.8319702148438
8,811,8,5,True,296.4984130859375
8,812,8,5,True,758.0848999023438
8,813,8,3,True,779.3905639648438
8,814,8,2,True,727.6597900390625
8,815,8,2,True,771.4935913085938
8,816,8,2,True,786.4542236328125
8,817,8,2,True,761.1942138671875
8,818,8,0,True,180.24075317382812
8,819,8,3,True,765.8080444335938
8,820,8,2,True,792.7727661132812
8,821,8,3,True,787.8828735351562
8,822,8,2,True,789.3215942382812
8,823,8,1,True,788.4025268554688
8,824,8,2,True,791.2105712890625
8,825,8,6,True,751.73388671875
8,826,8,3,True,759.9749755859375
8,827,8,2,True,762.75927734375
8,828,8,2,True,735.1422119140625
8,829,8,2,True,777.4968872070312
8,830,8,3,True,787.0899658203125
8,831,8,2,True,799.080078125
8,832,8,3,True,795.941162109375
8,833,8,0,True,733.112548828125
8,834,8,1,True,800.96875
8,835,8,2,True,803.3146362304688
8,836,8,2,True,782.955322265625
8,837,8,2,True,783.6637573242188
8,838,8,2,True,766.2088623046875
8,839,8,1,True,770.4547119140625
8,840,8,0,True,787.4548950195312
8,841,8,2,True,788.917236328125
8,842,8,3,True,785.2501831054688
8,843,8,3,True,787.5338745117188
8,844,8,3,True,791.0198974609375
8,845,8,3,True,786.0252685546875
8,846,8,2,True,802.7401123046875
8,847,8,0,True,768.7859497070312
8,848,8,2,True,790.7626953125
8,849,8,2,True,799.8623046875
8,850,8,2,True,784.2151489257812
8,851,8,2,True,768.34912109375
8,852,8,2,True,774.2069091796875
8,853,8,2,True,784.8496704101562
8,854,8,3,True,761.4599609375
8,855,8,2,True,789.2376708984375
8,856,8,0,True,152.0924835205078
8,857,8,3,True,763.6134643554688
8,858,8,2,True,787.76806640625
8,859,8,3,True,768.0887451171875
8,860,8,0,True,573.6808471679688
8,861,8,2,True,798.7908325195312
8,862,8,2,True,790.4763793945312
8,863,8,3,True,746.8421630859375
8,864,8,3,True,699.277587890625
8,865,8,3,True,782.2913818359375
8,866,8,0,True,784.610107421875
8,867,8,2,True,792.1270141601562
8,868,8,0,True,780.7158203125
8,869,8,2,True,757.357666015625
8,870,8,5,True,779.7874145507812
8,871,8,2,True,769.633056640625
8,872,8,0,True,656.7787475585938
8,873,8,2,True,780.4998168945312
8,874,8,2,True,784.9226684570312
8,875,8,2,True,776.5027465820312
8,876,8,1,True,771.6453247070312
8,877,8,0,True,778.7723999023438
8,878,8,2,True,790.0718383789062
8,879,8,0,True,449.37420654296875
8,880,8,2,True,790.4853515625
8,881,8,0,True,783.6705322265625
8,882,8,0,True,792.1578369140625
8,883,8,1,True,748.9195556640625
8,884,8,2,True,765.3134155273438
8,885,8,3,True,790.392333984375
8,886,8,2,True,803.9465942382812
8,887,8,3,True,761.2175903320312
8,888,8,2,True,779.2347412109375
8,889,8,2,True,720.720947265625
8,890,8,0,True,790.2857055664062
8,891,8,2,True,793.1404418945312
8,892,8,1,True,786.2633666992188
8,893,8,1,True,801.625
8,894,8,0,True,797.978759765625
8,895,8,0,True,679.109375
8,896,8,3,True,801.0328369140625
8,897,8,2,True,777.2998657226562
8,898,8,3,True,790.2750854492188
8,899,8,5,True,794.8187866210938
9,900,9,1,True,770.216552734375
9,901,9,3,True,780.8680419921875
9,902,9,2,True,750.589111328125
9,903,9,2,True,780.2647094726562
9,904,9,1,True,763.41650390625
9,905,9,5,True,737.0540771484375
9,906,9,3,True,795.9064331054688
9,907,9,3,True,774.8624267578125
9,908,9,2,True,797.1743774414062
9,909,9,2,True,774.7674560546875
9,910,9,2,True,790.4664916992188
9,911,9,3,True,774.9284057617188
9,912,9,2,True,788.9517822265625
9,913,9,2,True,779.60400390625
9,914,9,3,True,752.2179565429688
9,915,9,3,True,769.6348266601562
9,916,9,3,True,695.7401733398438
9,917,9,2,True,760.0654296875
9,918,9,2,True,781.1740112304688
9,919,9,3,True,789.7696533203125
9,920,9,2,True,742.453125
9,921,9,0,True,771.7265014648438
9,922,9,2,True,786.7320556640625
9,923,9,0,True,384.0698547363281
9,924,9,3,True,796.788818359375
9,925,9,2,True,744.6242065429688
9,926,9,2,True,796.3616333007812
9,927,9,3,True,770.8978271484375
9,928,9,3,True,789.8543090820312
9,929,9,2,True,795.306640625
9,930,9,2,True,769.5591430664062
9,931,9,0,True,738.044189453125
9,932,9,1,True,787.7747192382812
9,933,9,3,True,792.2926635742188
9,934,9,2,True,784.476806640625
9,935,9,1,True,801.4822998046875
9,936,9,3,True,762.7577514648438
